model_name,model_parameters,time_stamp,label_name,cross_val_f1_score,cross_val_acc_score,time_to_fit,time_to_score
SVC,"SVC(C=1, cache_size=200, class_weight='balanced', coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='rbf', max_iter=-1,
    probability=False, random_state=None, shrinking=True, tol=0.001,
    verbose=False)",1568046411.2296586,sentimentnegative,0.357413570012656,0.5514056288271539,5.386402416229248,1.1573118209838866
DecisionTreeClassifier,"DecisionTreeClassifier(class_weight='balanced', criterion='gini', max_depth=5,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",1568046434.6661782,sentimentnegative,0.5377480591054773,0.5415751449094489,1.2237241983413696,0.0029146194458007806
RandomForestClassifier,"RandomForestClassifier(bootstrap=True, class_weight='balanced',
                       criterion='gini', max_depth=5, max_features=1,
                       max_leaf_nodes=None, min_impurity_decrease=0.0,
                       min_impurity_split=None, min_samples_leaf=1,
                       min_samples_split=2, min_weight_fraction_leaf=0.0,
                       n_estimators=10, n_jobs=None, oob_score=False,
                       random_state=None, verbose=0, warm_start=False)",1568046444.6150966,sentimentnegative,0.5793691632379605,0.5804478636794425,0.03583323955535889,0.0064005374908447255
MLPClassifier,"MLPClassifier(activation='relu', alpha=1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=(100,), learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=None, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",1568046570.935173,sentimentnegative,0.6209203859225323,0.6301099408694854,10.62425935268402,0.004990243911743164
GaussianNB,"GaussianNB(priors=None, var_smoothing=1e-09)",1568046580.8238304,sentimentnegative,0.6139118747547332,0.614909391547674,0.038640952110290526,0.011433649063110351
LogisticRegression,"LogisticRegression(C=1.0, class_weight='balanced', dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=0.1,
                   max_iter=200, multi_class='warn', n_jobs=10,
                   penalty='elasticnet', random_state=42, solver='saga',
                   tol=0.001, verbose=0, warm_start=False)",1568046750.670328,sentimentnegative,0.6386754207139591,0.6434663076565552,14.446382331848145,0.005311322212219238
KNeighborsClassifier,"KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=3, p=2,
                     weights='uniform')",1568046786.2830026,sentimentpositive,0.4969080614529114,0.9877111957790968,0.08288226127624512,1.7955792665481567
SVC,"SVC(C=0.025, cache_size=200, class_weight='balanced', coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='auto_deprecated',
    kernel='linear', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",1568046812.7789884,sentimentpositive,0.5579294882320668,0.9842555560974816,0.6120692014694213,0.11376397609710695
SVC,"SVC(C=1, cache_size=200, class_weight='balanced', coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='rbf', max_iter=-1,
    probability=False, random_state=None, shrinking=True, tol=0.001,
    verbose=False)",1568046900.8381658,sentimentpositive,0.4969080614529114,0.9877111957790968,5.2670386791229244,1.1524967432022095
DecisionTreeClassifier,"DecisionTreeClassifier(class_weight='balanced', criterion='gini', max_depth=5,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",1568046917.774958,sentimentpositive,0.5176284464091376,0.9050045760878608,0.6504077672958374,0.0028176307678222656
RandomForestClassifier,"RandomForestClassifier(bootstrap=True, class_weight='balanced',
                       criterion='gini', max_depth=5, max_features=1,
                       max_leaf_nodes=None, min_impurity_decrease=0.0,
                       min_impurity_split=None, min_samples_leaf=1,
                       min_samples_split=2, min_weight_fraction_leaf=0.0,
                       n_estimators=10, n_jobs=None, oob_score=False,
                       random_state=None, verbose=0, warm_start=False)",1568046927.3322144,sentimentpositive,0.4959093557584236,0.9837726760215866,0.03319506645202637,0.006365847587585449
MLPClassifier,"MLPClassifier(activation='relu', alpha=1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=(100,), learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=None, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",1568047054.4647982,sentimentpositive,0.529573892671978,0.9744081688667274,10.973998641967773,0.0050814390182495105
GaussianNB,"GaussianNB(priors=None, var_smoothing=1e-09)",1568047063.7606053,sentimentpositive,0.498040751810285,0.8517797491137117,0.031485676765441895,0.00866372585296631
LogisticRegression,"LogisticRegression(C=1.0, class_weight='balanced', dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=0.1,
                   max_iter=200, multi_class='warn', n_jobs=10,
                   penalty='elasticnet', random_state=42, solver='saga',
                   tol=0.001, verbose=0, warm_start=False)",1568047227.3857598,sentimentpositive,0.5565142825821371,0.9345227814580938,13.981697750091552,0.003313136100769043
KNeighborsClassifier,"KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=3, p=2,
                     weights='uniform')",1568047257.079627,sentimentneutral,0.5709474448870535,0.5725856235290292,0.07035908699035645,1.6964507818222043
SVC,"SVC(C=0.025, cache_size=200, class_weight='balanced', coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='auto_deprecated',
    kernel='linear', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",1568047419.1766493,sentimentneutral,0.5945381018597218,0.5986941652728007,13.308688402175903,0.5801069974899292
SVC,"SVC(C=1, cache_size=200, class_weight='balanced', coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='rbf', max_iter=-1,
    probability=False, random_state=None, shrinking=True, tol=0.001,
    verbose=False)",1568047501.4149408,sentimentneutral,0.3498551072257731,0.5381195769533488,5.44504418373108,1.1561800718307496
DecisionTreeClassifier,"DecisionTreeClassifier(class_weight='balanced', criterion='gini', max_depth=5,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",1568047524.4599526,sentimentneutral,0.5528987495943014,0.554385489258865,1.271586799621582,0.003136610984802246
RandomForestClassifier,"RandomForestClassifier(bootstrap=True, class_weight='balanced',
                       criterion='gini', max_depth=5, max_features=1,
                       max_leaf_nodes=None, min_impurity_decrease=0.0,
                       min_impurity_split=None, min_samples_leaf=1,
                       min_samples_split=2, min_weight_fraction_leaf=0.0,
                       n_estimators=10, n_jobs=None, oob_score=False,
                       random_state=None, verbose=0, warm_start=False)",1568047534.3111908,sentimentneutral,0.5623635685092158,0.5642134866920478,0.04102835655212402,0.008360338211059571
MLPClassifier,"MLPClassifier(activation='relu', alpha=1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=(100,), learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=None, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",1568047704.0441573,sentimentneutral,0.6193109213190027,0.6291997201748571,14.878403401374815,0.0068169355392456036
GaussianNB,"GaussianNB(priors=None, var_smoothing=1e-09)",1568047713.9449804,sentimentneutral,0.6123063181381517,0.6139435357618636,0.040024518966674805,0.01139504909515381
LogisticRegression,"LogisticRegression(C=1.0, class_weight='balanced', dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=0.1,
                   max_iter=200, multi_class='warn', n_jobs=10,
                   penalty='elasticnet', random_state=42, solver='saga',
                   tol=0.001, verbose=0, warm_start=False)",1568047884.0018358,sentimentneutral,0.6296615286392278,0.6330996755137698,14.596517395973205,0.004355907440185547
KNeighborsClassifier,"KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=3, p=2,
                     weights='uniform')",1568047917.7885091,inappropriate,0.5285204271765866,0.8799792330725393,0.07690300941467285,1.874702215194702
SVC,"SVC(C=0.025, cache_size=200, class_weight='balanced', coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='auto_deprecated',
    kernel='linear', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",1568047955.9064765,inappropriate,0.5421214716818719,0.8244059692842655,2.313663077354432,0.2983813047409057
SVC,"SVC(C=1, cache_size=200, class_weight='balanced', coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='rbf', max_iter=-1,
    probability=False, random_state=None, shrinking=True, tol=0.001,
    verbose=False)",1568048040.3319516,inappropriate,0.4764364084488379,0.9099898580121704,5.652843308448793,1.2237730503082276
DecisionTreeClassifier,"DecisionTreeClassifier(class_weight='balanced', criterion='gini', max_depth=5,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",1568048062.600019,inappropriate,0.4553204046789201,0.5839660001931808,1.1871878385543824,0.003118538856506348
RandomForestClassifier,"RandomForestClassifier(bootstrap=True, class_weight='balanced',
                       criterion='gini', max_depth=5, max_features=1,
                       max_leaf_nodes=None, min_impurity_decrease=0.0,
                       min_impurity_split=None, min_samples_leaf=1,
                       min_samples_split=2, min_weight_fraction_leaf=0.0,
                       n_estimators=10, n_jobs=None, oob_score=False,
                       random_state=None, verbose=0, warm_start=False)",1568048072.5239985,inappropriate,0.5319046372180677,0.785062300782382,0.035107326507568364,0.006439065933227539
MLPClassifier,"MLPClassifier(activation='relu', alpha=1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=(100,), learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=None, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",1568048198.7322595,inappropriate,0.5371267661530641,0.8883342992369361,10.386315608024598,0.0050573587417602536
GaussianNB,"GaussianNB(priors=None, var_smoothing=1e-09)",1568048209.298483,inappropriate,0.4972743814309325,0.6429247561093402,0.0309786319732666,0.008758544921875
LogisticRegression,"LogisticRegression(C=1.0, class_weight='balanced', dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=0.1,
                   max_iter=200, multi_class='warn', n_jobs=10,
                   penalty='elasticnet', random_state=42, solver='saga',
                   tol=0.001, verbose=0, warm_start=False)",1568048370.6942053,inappropriate,0.5417754895308262,0.7899425287356321,13.718749284744264,0.003441119194030763
KNeighborsClassifier,"KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=3, p=2,
                     weights='uniform')",1568048401.7563107,discriminating,0.4771098768716849,0.8868830290736984,0.07015855312347412,1.6831388235092164
SVC,"SVC(C=0.025, cache_size=200, class_weight='balanced', coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='auto_deprecated',
    kernel='linear', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",1568048437.141925,discriminating,0.5369653334521821,0.8391698058533757,1.9734167575836181,0.2730805158615112
SVC,"SVC(C=1, cache_size=200, class_weight='balanced', coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='rbf', max_iter=-1,
    probability=False, random_state=None, shrinking=True, tol=0.001,
    verbose=False)",1568048517.1049414,discriminating,0.4781826310495138,0.9163793103448276,5.258449387550353,1.1490101337432859
DecisionTreeClassifier,"DecisionTreeClassifier(class_weight='balanced', criterion='gini', max_depth=5,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",1568048540.5892565,discriminating,0.4665442133643176,0.6246474451849706,1.1975192070007323,0.003619217872619629
RandomForestClassifier,"RandomForestClassifier(bootstrap=True, class_weight='balanced',
                       criterion='gini', max_depth=5, max_features=1,
                       max_leaf_nodes=None, min_impurity_decrease=0.0,
                       min_impurity_split=None, min_samples_leaf=1,
                       min_samples_split=2, min_weight_fraction_leaf=0.0,
                       n_estimators=10, n_jobs=None, oob_score=False,
                       random_state=None, verbose=0, warm_start=False)",1568048551.371626,discriminating,0.4961123956719608,0.8042161692263111,0.03695504665374756,0.006780409812927246
MLPClassifier,"MLPClassifier(activation='relu', alpha=1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=(100,), learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=None, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",1568048688.9180512,discriminating,0.5436243063541183,0.8519583695547184,11.496923327445984,0.005252838134765625
GaussianNB,"GaussianNB(priors=None, var_smoothing=1e-09)",1568048699.4441082,discriminating,0.474588074644075,0.6242659132618564,0.03230886459350586,0.009106278419494629
LogisticRegression,"LogisticRegression(C=1.0, class_weight='balanced', dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=0.1,
                   max_iter=200, multi_class='warn', n_jobs=10,
                   penalty='elasticnet', random_state=42, solver='saga',
                   tol=0.001, verbose=0, warm_start=False)",1568048862.4454672,discriminating,0.5480468162519869,0.8007775524002705,13.912123012542725,0.003474950790405273
KNeighborsClassifier,"KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=3, p=2,
                     weights='uniform')",1568048952.3257596,possiblyfeedback,0.6817766718391273,0.7547695108239786,0.19810619354248046,6.83621838092804
SVC,"SVC(C=0.025, cache_size=200, class_weight='balanced', coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='auto_deprecated',
    kernel='linear', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",1568049468.6142676,possiblyfeedback,0.7071753788221408,0.7547611823984676,42.16872072219849,1.5640168428421015
SVC,"SVC(C=1, cache_size=200, class_weight='balanced', coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='rbf', max_iter=-1,
    probability=False, random_state=None, shrinking=True, tol=0.001,
    verbose=False)",1568049784.1992116,possiblyfeedback,0.4312087840647981,0.7391525232154861,21.725864553451533,4.65935971736908
DecisionTreeClassifier,"DecisionTreeClassifier(class_weight='balanced', criterion='gini', max_depth=5,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",1568049851.1248648,possiblyfeedback,0.6180763205196069,0.6589349133546303,2.7999982357025157,0.004360055923461914
RandomForestClassifier,"RandomForestClassifier(bootstrap=True, class_weight='balanced',
                       criterion='gini', max_depth=5, max_features=1,
                       max_leaf_nodes=None, min_impurity_decrease=0.0,
                       min_impurity_split=None, min_samples_leaf=1,
                       min_samples_split=2, min_weight_fraction_leaf=0.0,
                       n_estimators=10, n_jobs=None, oob_score=False,
                       random_state=None, verbose=0, warm_start=False)",1568049891.2978148,possiblyfeedback,0.6461318851329267,0.6942932438622479,0.068837571144104,0.01003260612487793
MLPClassifier,"MLPClassifier(activation='relu', alpha=1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=(100,), learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=None, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",1568050072.9665525,possiblyfeedback,0.7284292776382243,0.7988857756441146,14.209104681015015,0.0077388048171997065
GaussianNB,"GaussianNB(priors=None, var_smoothing=1e-09)",1568050119.8519726,possiblyfeedback,0.6982807223031892,0.7364737446385761,0.10313138961791993,0.020255041122436524
LogisticRegression,"LogisticRegression(C=1.0, class_weight='balanced', dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=0.1,
                   max_iter=200, multi_class='warn', n_jobs=10,
                   penalty='elasticnet', random_state=42, solver='saga',
                   tol=0.001, verbose=0, warm_start=False)",1568050466.8451016,possiblyfeedback,0.7349791918451712,0.7810849558890891,27.650708198547363,0.00446162223815918
KNeighborsClassifier,"KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=3, p=2,
                     weights='uniform')",1568050782.5440266,personalstories,0.8182218796275145,0.8807059886608954,0.5381432056427002,26.4362489938736
SVC,"SVC(C=0.025, cache_size=200, class_weight='balanced', coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='auto_deprecated',
    kernel='linear', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",1568051477.252726,personalstories,0.8121128349874907,0.8688634173508157,55.85253803730011,2.9279389381408687
SVC,"SVC(C=1, cache_size=200, class_weight='balanced', coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='rbf', max_iter=-1,
    probability=False, random_state=None, shrinking=True, tol=0.001,
    verbose=False)",1568052743.3426952,personalstories,0.4421309924049221,0.7925355860989127,78.61713798046112,16.647582674026488
DecisionTreeClassifier,"DecisionTreeClassifier(class_weight='balanced', criterion='gini', max_depth=5,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",1568052849.444298,personalstories,0.7754131675154612,0.8287137489208621,5.617352223396301,0.00596466064453125
RandomForestClassifier,"RandomForestClassifier(bootstrap=True, class_weight='balanced',
                       criterion='gini', max_depth=5, max_features=1,
                       max_leaf_nodes=None, min_impurity_decrease=0.0,
                       min_impurity_split=None, min_samples_leaf=1,
                       min_samples_split=2, min_weight_fraction_leaf=0.0,
                       n_estimators=10, n_jobs=None, oob_score=False,
                       random_state=None, verbose=0, warm_start=False)",1568052880.8946486,personalstories,0.7371591437232375,0.7971610187730692,0.13178975582122804,0.011931943893432615
MLPClassifier,"MLPClassifier(activation='relu', alpha=1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=(100,), learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=None, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",1568053174.8690279,personalstories,0.8344632390216278,0.88933188643323,23.39799225330353,0.012315607070922852
GaussianNB,"GaussianNB(priors=None, var_smoothing=1e-09)",1568053203.9437654,personalstories,0.7624741473460752,0.8132427526833619,0.20871472358703613,0.028486609458923336
LogisticRegression,"LogisticRegression(C=1.0, class_weight='balanced', dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=0.1,
                   max_iter=200, multi_class='warn', n_jobs=10,
                   penalty='elasticnet', random_state=42, solver='saga',
                   tol=0.001, verbose=0, warm_start=False)",1568053775.0486784,personalstories,0.8291696377904044,0.879808232527669,48.9801691532135,0.005362987518310547
KNeighborsClassifier,"KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=3, p=2,
                     weights='uniform')",1568053804.1014495,argumentsused,0.7190140906726357,0.7722221083555374,0.06679935455322265,1.6525723218917847
SVC,"SVC(C=0.025, cache_size=200, class_weight='balanced', coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='auto_deprecated',
    kernel='linear', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",1568053856.488325,argumentsused,0.7166105088039327,0.757588009131323,3.518024730682373,0.3555950164794922
SVC,"SVC(C=1, cache_size=200, class_weight='balanced', coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='rbf', max_iter=-1,
    probability=False, random_state=None, shrinking=True, tol=0.001,
    verbose=False)",1568053936.6843092,argumentsused,0.4115776909815986,0.6994600481067111,5.310665917396546,1.1334246397018433
DecisionTreeClassifier,"DecisionTreeClassifier(class_weight='balanced', criterion='gini', max_depth=5,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",1568053958.7762887,argumentsused,0.680402161348568,0.7112417750952358,1.243382453918457,0.003083968162536621
RandomForestClassifier,"RandomForestClassifier(bootstrap=True, class_weight='balanced',
                       criterion='gini', max_depth=5, max_features=1,
                       max_leaf_nodes=None, min_impurity_decrease=0.0,
                       min_impurity_split=None, min_samples_leaf=1,
                       min_samples_split=2, min_weight_fraction_leaf=0.0,
                       n_estimators=10, n_jobs=None, oob_score=False,
                       random_state=None, verbose=0, warm_start=False)",1568053967.4746175,argumentsused,0.727195123727505,0.7604041364232825,0.03601305484771729,0.006903696060180664
MLPClassifier,"MLPClassifier(activation='relu', alpha=1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=(100,), learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=None, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",1568054099.2852829,argumentsused,0.7461986934100813,0.7816345091442801,10.973322629928589,0.005056524276733397
GaussianNB,"GaussianNB(priors=None, var_smoothing=1e-09)",1568054114.1064026,argumentsused,0.7468341657105978,0.7712223981266183,0.032183384895324706,0.009105443954467772
LogisticRegression,"LogisticRegression(C=1.0, class_weight='balanced', dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=0.1,
                   max_iter=200, multi_class='warn', n_jobs=10,
                   penalty='elasticnet', random_state=42, solver='saga',
                   tol=0.001, verbose=0, warm_start=False)",1568054274.7128642,argumentsused,0.7648631389291436,0.7954035592369834,13.653484773635864,0.0038305044174194334
